source1_entity_id	candidate_entity_ids
S1-61094929	S2-300149849,S2-764760142,S2-948069068,S3-503457791,S3-681449520,S3-728538969,S3-860256411,S3-899083547,S3-926571810
S1-345572634	S2-248400933,S2-558088510,S3-399196593,S3-908933433
S1-583703088	S2-176618364,S2-1894856,S2-266088151,S2-292860908,S2-302747131,S2-323160788,S2-331459425,S2-358100404,S2-416470959,S2-426381800,S2-579876231,S2-661253467,S2-662441060,S2-699953766,S2-748514171,S2-797842707,S2-809767109,S2-831189349,S2-838504365,S2-859984203,S3-197971216,S3-271035358,S3-299405811,S3-343778282,S3-42539766,S3-473240522,S3-60741488,S3-608194135,S3-632600724,S3-69232777,S3-781152531,S3-808394816,S3-840527931
S1-446866664	S2-128042662,S2-266819008,S2-29572152,S2-328550378,S2-40542191,S2-435820427,S2-504136076,S2-509856567,S2-577876572,S2-645233952,S2-698538805,S2-699547865,S2-734223522,S2-769361973,S2-776902364,S2-807666044,S2-868740769,S3-206665267,S3-208542679,S3-218398128,S3-27582308,S3-342489548,S3-34326720,S3-458968879,S3-681456289,S3-808546100,S3-92525769,S3-987990761
S1-443453371	S2-226758568,S2-25136748,S2-295851755,S2-312955702,S2-377520559,S2-59119022,S2-788775002,S2-866939007,S2-928281443,S2-963030850,S3-312793116,S3-413829741,S3-548189878,S3-696302911,S3-861271718
S1-632458045	S2-194799692,S2-294993924,S2-301216293,S2-344650201,S2-419080910,S2-428566042,S2-606260225,S2-60917290,S2-672665299,S2-805935196,S2-922653026,S3-232115827,S3-329683601,S3-359610633,S3-420145223,S3-554332060,S3-6426295,S3-691429700,S3-700153581,S3-737437620,S3-747655762,S3-755795047,S3-769081290,S3-770256279,S3-786225764,S3-798697458,S3-863796695,S3-879493126,S3-930312693
S1-521254993	S2-140298567,S2-260029909,S2-276371548,S2-342692534,S2-389535174,S2-448398036,S2-537039479,S3-112547717,S3-13020437,S3-228683231,S3-337059103,S3-339461125,S3-345307598,S3-495516292,S3-513930229,S3-554638242,S3-558572244,S3-69606139,S3-701086771,S3-701795328
S1-617436415	S2-141277559,S2-146519138,S2-17186006,S2-193721867,S2-212559055,S2-248363989,S2-310772102,S2-38991604,S2-472151404,S2-494685151,S2-512849705,S2-532157362,S2-5341748,S2-541748572,S2-602361852,S2-613412664,S2-627881801,S2-670086555,S2-675960977,S2-701601144,S2-817657114,S2-886947928,S2-907281612,S2-91953344,S2-92846671,S2-96233253,S3-164031951,S3-349647936,S3-383146555,S3-490859286,S3-515677354,S3-660400984,S3-765518833,S3-765652652,S3-835885556
S1-806616139	S2-425467251,S2-600630793,S2-636270422,S2-68476347,S2-828873290,S2-891985054,S3-213739528,S3-262172210,S3-279686791,S3-283001366,S3-380458323,S3-454228701,S3-499976564,S3-812771615,S3-837289282,S3-912322959,S3-927315271
S1-76602165	S2-240228506,S2-25044986,S2-25639527,S2-270150045,S2-307620132,S2-339281937,S2-430060691,S2-454926714,S2-552709038,S2-590090387,S2-629547835,S2-66757319,S2-672899175,S2-77704458,S2-788450465,S2-869663561,S2-87763770,S2-883201361,S2-889763009,S2-966985435,S2-991804428,S3-100127136,S3-115263858,S3-119954793,S3-180857360,S3-295424183,S3-402378963,S3-467911081,S3-513827469,S3-617276276,S3-620423157,S3-721460028,S3-754104337,S3-808419709,S3-939373150
S1-11448513	S2-104071138,S2-110091227,S2-148826554,S2-153174604,S2-164569789,S2-166803465,S2-225760056,S2-237522124,S2-273809839,S2-374959935,S2-42658041,S2-492161984,S2-529528626,S2-569931245,S2-661475178,S2-719738044,S2-75094465,S2-753622765,S2-774649998,S2-78204690,S2-784998107,S2-797167617,S2-827354151,S2-840565535,S2-949079052,S2-978200559,S2-995684796,S3-140145316,S3-215247387,S3-465966343,S3-610052988,S3-680882349,S3-751033856,S3-846370131,S3-947707900
S1-451055396	S2-365897378,S2-684009643,S3-547377336,S3-79016951
S1-244344237	S2-153266455,S2-169177540,S2-291115952,S2-313154466,S2-347246376,S2-366737140,S2-414176560,S2-461222022,S2-528336433,S2-532804173,S2-547014881,S2-755343580,S2-902413351,S2-915452866,S2-921170131,S2-943499815,S2-96281545,S3-115923063,S3-151930111,S3-210978167,S3-218298349,S3-255658738,S3-302826285,S3-303434069,S3-404117574,S3-458159362,S3-476445968,S3-541288015,S3-548735049,S3-726096425,S3-734175456,S3-749077451,S3-771012695,S3-818239683,S3-877636595
S1-946063787	S2-153266455,S2-169177540,S2-291115952,S2-313154466,S2-347246376,S2-414176560,S2-461222022,S2-528336433,S2-532804173,S2-547014881,S2-755343580,S2-902413351,S2-915452866,S2-921170131,S2-943499815,S2-96281545,S3-115923063,S3-151930111,S3-210978167,S3-218298349,S3-255658738,S3-302826285,S3-303434069,S3-316217767,S3-404117574,S3-458159362,S3-476445968,S3-541288015,S3-548735049,S3-726096425,S3-734175456,S3-749077451,S3-771012695,S3-818239683,S3-877636595
S1-147061516	S2-889970085,S2-992724373,S3-342496423,S3-377394682,S3-532384147
S1-685871904	S2-284141243,S2-408726804,S2-554817992,S2-564756722,S2-568919099,S2-656047891,S2-66728537,S2-794175299,S2-840539663,S2-865329222,S2-88589147,S2-904973226,S2-920517108,S2-985602105,S3-161331208,S3-225049378,S3-225625130,S3-257871121,S3-327086535,S3-36419781,S3-607622452,S3-71052267,S3-740323634,S3-829098205,S3-834325663
S1-385380749	S2-766754161,S2-917092681,S3-503986746,S3-676660654,S3-684473632,S3-947725853
S1-750101295	S2-159357817,S2-396573898,S3-176761905,S3-848030873
S1-274119005	S2-857248775,S3-199172107
S1-663859385	S2-257470549,S2-824915561,S3-225239949,S3-279730346
S1-792973213	S2-12637797,S2-138568861,S2-16759542,S2-23680883,S2-278936162,S2-34644977,S2-37189767,S2-383474103,S2-493323895,S2-500102460,S2-538072354,S2-623031574,S2-722552256,S2-733050698,S2-775032170,S2-907130522,S2-911013251,S2-914251407,S2-918164223,S2-942607725,S2-979345096,S3-151516767,S3-229554313,S3-36610245,S3-506579428,S3-527825328,S3-555575622,S3-576094260,S3-588523061,S3-593152841,S3-626807772,S3-69046235,S3-692188678,S3-849906439,S3-877593497
S1-525304403	S2-293401164,S2-815373751,S3-477957595,S3-618150003
S1-705293979	S3-967828286
S1-785537161	S2-186529334,S2-246328669,S2-25673892,S2-267161434,S2-32368396,S2-347431129,S2-39025195,S2-401094688,S2-466345891,S2-490251737,S2-507399905,S2-566101806,S2-574556747,S2-662695411,S2-727235891,S2-794403550,S2-869419003,S2-871287700,S2-974966449,S3-102076654,S3-168340600,S3-220859578,S3-256411593,S3-268853980,S3-293885230,S3-340549037,S3-3754787,S3-420224008,S3-512273446,S3-51828737,S3-548922312,S3-556156225,S3-691317189,S3-870442579,S3-973212376
S1-491798927	S2-137188804,S2-305925793,S2-327325549,S2-442717160,S2-458603365,S2-518741071,S2-529051857,S2-563115127,S2-565031183,S2-640474309,S2-647006024,S2-715902572,S2-747811082,S2-808195533,S2-856953420,S2-883216567,S3-113238993,S3-286238001,S3-342273571,S3-348493846,S3-379662508,S3-464452357,S3-482293711,S3-525301511,S3-597321613,S3-65266856,S3-658494722,S3-673332972,S3-68505008,S3-760772403,S3-793024718,S3-815540739,S3-880695057,S3-90202042,S3-998294478
S1-274316133	S3-803099487,S3-931037793
S1-298123204	S2-161552358,S2-221970764,S2-450275939,S2-586377600,S2-743200797,S2-743669591,S2-820279615,S2-931447230,S3-218616693,S3-392443630,S3-528444597,S3-686929711,S3-827097593,S3-835218271,S3-882638615,S3-945921420
S1-302592333	S2-308001073,S2-412568173,S2-735807494,S2-783696437,S2-872692563,S2-930314171,S2-992803085,S3-286362651,S3-629501588,S3-679165376,S3-791602126,S3-889900564
S1-131190690	S2-176395527,S2-21549661,S2-227623392,S2-255982806,S2-358109825,S2-376740439,S2-547277076,S2-557852753,S2-610036318,S2-614976102,S2-771338473,S2-77785241,S2-792858779,S2-921813303,S2-97451191,S3-101257463,S3-132997079,S3-17743887,S3-206207320,S3-31525893,S3-324010586,S3-346164050,S3-532511365,S3-542465868,S3-606892214,S3-69661333,S3-80911626,S3-858532515,S3-865686833,S3-892743769,S3-90065855,S3-988033921,S3-992482227,S3-997878268
S1-882344007	S2-945518331,S3-549002145,S3-583479480,S3-742522748
S1-224916084	S2-47006306,S2-74541854,S2-800841172,S2-963477625,S3-213624591,S3-414716091,S3-656753442
S1-829826991	S2-124499933,S2-253261515,S2-253989982,S2-273229139,S2-328632184,S2-936272125,S3-149014041,S3-461769740,S3-539485699,S3-84438846,S3-922159001,S3-964920674
S1-549678101	S2-341971847,S3-397179168,S3-417652549,S3-580396566,S3-644341819
S1-72444401	S2-113674828,S2-123349497,S2-134281412,S2-143816536,S2-179463928,S2-195823359,S2-236753378,S2-280086857,S2-326384163,S2-381716954,S2-426324794,S2-470036118,S2-472011237,S2-49852380,S2-555030699,S2-661106608,S2-675394479,S2-695007731,S2-70247599,S2-727709302,S2-749061837,S2-762897852,S2-764601805,S2-770050246,S2-800210383,S2-829591643,S2-846496174,S2-850598644,S2-885978611,S2-892877711,S2-9053863,S2-916914401,S2-951545019,S2-959132099,S3-505153321
S1-316106555	S2-791564793,S3-676048929,S3-812740888
S1-103306577	S2-262394715,S2-282681210,S2-303100284,S2-362516952,S2-399973798,S2-440130928,S2-489850832,S2-498585240,S2-616791145,S2-735335748,S2-759830045,S2-76386497,S2-790677148,S2-821076211,S2-834148564,S2-904226109,S2-972889340,S2-991655800,S3-151381602,S3-245125206,S3-47703170,S3-502647701,S3-665080089,S3-848879441,S3-928095370,S3-929788664,S3-992241111
S1-30217767	S2-104071138,S2-110091227,S2-148826554,S2-153174604,S2-164569789,S2-166803465,S2-225760056,S2-237522124,S2-273809839,S2-374959935,S2-42658041,S2-492161984,S2-529528626,S2-569931245,S2-661475178,S2-719738044,S2-75094465,S2-753622765,S2-774649998,S2-78204690,S2-784998107,S2-797167617,S2-827354151,S2-840565535,S2-949079052,S2-978200559,S2-995684796,S3-140145316,S3-215247387,S3-465966343,S3-610052988,S3-680882349,S3-751033856,S3-846370131,S3-947707900
S1-996931439	S2-212426305,S2-6800391,S2-88043651,S3-10652127
S1-152434149	S2-63363631,S2-787567869,S3-34404362
S1-630488273	S2-104524634,S2-134958859,S2-167066861,S2-195761214,S2-204003026,S2-211182661,S2-229315248,S2-248944678,S2-252035179,S2-254788701,S2-263273654,S2-279857860,S2-293206846,S2-331492553,S2-332155353,S2-45724657,S2-468610536,S2-508602353,S2-659345862,S2-674694354,S2-687087140,S2-71227189,S2-718979866,S2-742191837,S2-748833051,S2-774512583,S2-817680963,S2-846556799,S2-895820835,S2-899248471,S2-925511054,S3-289365741,S3-365385967,S3-690547751,S3-902040254
S1-845031035	S2-105340806,S2-110330823,S2-142047567,S2-18898775,S2-211414877,S2-23844841,S2-273284707,S2-350487755,S2-374452698,S2-401480583,S2-442489544,S2-50765682,S2-549452883,S2-616495682,S2-644236550,S2-794888021,S2-871842149,S2-895344296,S2-981186279,S3-169401038,S3-220185394,S3-224709514,S3-23760856,S3-353828820,S3-40724734,S3-499852081,S3-584285454,S3-812895334,S3-81959282,S3-84732027,S3-870664415
S1-472424906	S2-14975830,S2-160477274,S2-206131377,S2-221481547,S2-34548715,S2-349064004,S2-353459001,S2-365141980,S2-368016487,S2-369784092,S2-372878967,S2-409908460,S2-423838997,S2-534412165,S2-543049878,S2-568502146,S2-588495515,S2-616874888,S2-672315303,S2-686235925,S2-739798900,S2-814158570,S2-814738016,S2-896656577,S2-943978912,S2-961304035,S2-961810110,S2-995474190,S2-998197939,S3-247104730,S3-257476923,S3-346286668,S3-441239023,S3-684131476,S3-69332653
S1-66670978	S2-110025488,S2-269486464,S2-303358810,S2-38112311,S2-384700865,S2-428974263,S2-457470379,S2-470411102,S2-523371691,S2-644293400,S2-692397967,S2-724600371,S2-782074177,S2-938773870,S2-956093131,S3-180662164,S3-237848474,S3-237894096,S3-274576759,S3-275950606,S3-357004924,S3-379013369,S3-502716291,S3-664745663,S3-709727355,S3-714699451,S3-720841598,S3-774844964,S3-776598091,S3-810757752,S3-838237838,S3-860590391,S3-874576607,S3-884523964,S3-96174597
S1-372785677	S2-572372835,S2-680222924,S2-689728822,S2-876953964,S3-16280215
S1-115683921	S2-269148212,S2-301482093,S2-65501746,S3-553245897,S3-961668196
S1-254440362	S2-105591933,S2-368531652,S2-392418467,S2-501483937,S2-519679524,S2-529933432,S2-586684751,S2-593056234,S2-605495366,S2-638983776,S2-710587017,S2-733159236,S2-7363092,S2-787581454,S2-797497216,S2-834133040,S2-882401203,S2-979924646,S3-209961270,S3-238145672,S3-254529977,S3-418652375,S3-465219984,S3-565928927,S3-665193210,S3-671275970,S3-734943831,S3-802704618,S3-859349920,S3-94057868
S1-70372721	S2-100083276,S2-190626179,S2-612137673,S2-680584679,S2-934223143,S3-110540387,S3-169413940,S3-195464979,S3-21593436,S3-257070939,S3-263881508,S3-338582737,S3-364230189,S3-798785554,S3-857048878,S3-859852429,S3-875038507,S3-880898347,S3-909062859,S3-956753968
S1-510015581	S2-364939288,S2-625956475,S2-774342455,S2-860079971,S3-343087835,S3-441798128,S3-51365845
S1-540645835	S2-718774116,S2-982374245,S3-705881096
S1-365634347	S2-119786776,S2-173851433,S2-281978323,S2-362218588,S2-368827389,S2-378989867,S2-426890506,S2-451564759,S2-593967293,S2-603881844,S2-607235549,S2-629115069,S2-689801333,S2-770705351,S2-897093331,S2-985768982,S3-105919096,S3-11966366,S3-130933459,S3-135199015,S3-315963677,S3-340697297,S3-521549707,S3-61389060,S3-648026083,S3-764095680,S3-765832602,S3-88143598
S1-295307019	S2-140498346,S2-193567085,S2-205996214,S2-237625978,S2-277467242,S2-292042144,S2-341741751,S2-392804085,S2-438606503,S2-44975623,S2-482690615,S2-487600131,S2-55663426,S2-582477216,S2-585932620,S2-721383308,S2-774698384,S2-818441961,S2-855495367,S2-865039571,S2-886325586,S2-887600256,S2-95120961,S2-988856267,S3-200008747,S3-249331830,S3-360362457,S3-387000994,S3-405863038,S3-437094585,S3-562777362,S3-571785421,S3-729771680,S3-809347354,S3-855397146
S1-450482374	S2-258729878,S2-489606872,S3-973036878
S1-359694049	S2-129529678,S2-221551582,S2-255287154,S2-25924850,S2-260046754,S2-290719264,S2-402358655,S2-47954728,S2-499124223,S2-527181562,S2-554736378,S2-556243680,S2-569799498,S2-661938990,S2-692494165,S2-907454696,S2-92923830,S2-970108649,S3-103890437,S3-139858754,S3-193628399,S3-250208810,S3-272234102,S3-404440111,S3-464357542,S3-531224556,S3-56019973,S3-563709941,S3-564723361,S3-630594320,S3-695634096,S3-762681944,S3-800978181,S3-848208073,S3-92161055
S1-549733066	S2-364772715,S2-795774079,S3-109694854,S3-493556208,S3-783261996
S1-64313862	S2-153266455,S2-169177540,S2-291115952,S2-313154466,S2-347246376,S2-414176560,S2-461222022,S2-528336433,S2-532804173,S2-547014881,S2-755343580,S2-902413351,S2-915452866,S2-921170131,S2-943499815,S2-96281545,S3-115923063,S3-151930111,S3-210978167,S3-218298349,S3-255658738,S3-302826285,S3-303434069,S3-371690697,S3-404117574,S3-417944728,S3-458159362,S3-476445968,S3-541288015,S3-548735049,S3-726096425,S3-734175456,S3-749077451,S3-771012695,S3-877636595
S1-365033919	S2-118656392,S2-57526213,S3-529091972,S3-549929363
S1-91619266	
S1-65565586	S2-105913459,S2-121122975,S2-172475646,S2-201322975,S2-227019177,S2-246709075,S2-262606198,S2-26697424,S2-27391982,S2-292335754,S2-310699059,S2-359549629,S2-37521992,S2-398928707,S2-399522607,S2-505086652,S2-53095324,S2-60070530,S2-697967787,S2-797275788,S2-798016383,S2-841621186,S2-889749509,S2-892419737,S2-896587297,S2-907480604,S2-964197508,S3-22324102,S3-237656454,S3-335243331,S3-378298943,S3-380091899,S3-499497315,S3-830838530,S3-998628231
S1-385021765	S2-274087751,S2-295105522,S2-932118302,S2-962878052,S3-225049378,S3-906621291
S1-362756764	S2-175422550,S2-429217461,S2-485161101,S2-558005255,S2-650540166,S2-666344224,S2-714330616,S2-954345809,S3-117595477,S3-122538898,S3-17476731,S3-375050071,S3-431073331,S3-445799227,S3-580494386,S3-65379571,S3-657728717,S3-684169070,S3-684244007,S3-73132404,S3-899227168,S3-931325695
S1-689556484	S2-20053923,S3-200115173,S3-966645637
S1-401673985	S2-179691566,S2-200293286,S2-230186117,S2-268182758,S2-421154230,S2-444249570,S2-587535977,S2-652671817,S2-663609490,S2-688413823,S2-708733355,S2-714640435,S2-821386903,S2-868523803,S2-896118732,S2-933324138,S2-957452972,S3-237792987,S3-482693701,S3-504321699,S3-630421669,S3-636714198,S3-67128727,S3-766076776,S3-859353232,S3-962029704
S1-662998007	S2-120958253,S2-199261657,S2-215164855,S2-23805758,S2-285621554,S2-4308479,S2-44630073,S2-48504936,S2-637979855,S2-662779982,S2-739402146,S2-911329677,S2-916331420,S2-939676308,S2-988188591,S3-110383354,S3-120393613,S3-122675419,S3-220080021,S3-278700172,S3-366026851,S3-387384586,S3-392236556,S3-398711966,S3-485788536,S3-505360272,S3-506642003,S3-603675683,S3-624878208,S3-64330656,S3-66202727,S3-706594140,S3-828716814,S3-863202751,S3-967004730
S1-331782121	S2-162959227,S2-34266260,S2-471589134,S2-595423389,S2-688450525,S2-828069829,S2-920664858,S2-983792162,S3-145746658,S3-186221043,S3-209433877,S3-217269192,S3-293489176,S3-325377014,S3-33936548,S3-388245827,S3-395103707,S3-431657363,S3-439411737,S3-548212722,S3-579285799,S3-622831211,S3-661634313,S3-792944836,S3-798980766,S3-835680034,S3-891337544,S3-941357643,S3-945954532
S1-337241318	S2-511770959,S2-541547376,S3-240807196
S1-632569241	S2-942349288,S3-118192964
S1-635844422	S2-750963151,S3-244525783,S3-578979828
S1-595584379	S2-154102797,S2-164513100,S2-169638480,S2-176034363,S2-202813015,S2-22391750,S2-285704094,S2-304562241,S2-310613953,S2-312573764,S2-39079223,S2-424292,S2-469412047,S2-479181098,S2-489125381,S2-516277024,S2-593117235,S2-619707851,S2-64373652,S2-717357544,S2-731066709,S2-765500135,S2-778888972,S2-788245208,S2-821967722,S2-829668427,S2-90213471,S2-904705280,S2-90794520,S2-93459822,S2-94442442,S2-952678608,S2-954201105,S2-988228571,S3-73875129
S1-739129616	S2-128042662,S2-266819008,S2-29572152,S2-328550378,S2-40542191,S2-435820427,S2-504136076,S2-509856567,S2-577876572,S2-645233952,S2-698538805,S2-699547865,S2-734223522,S2-769361973,S2-776902364,S2-807666044,S2-868740769,S3-206665267,S3-208542679,S3-218398128,S3-27582308,S3-342489548,S3-34326720,S3-458968879,S3-681456289,S3-808546100,S3-92525769,S3-987990761
S1-225124222	S2-125317171,S2-131729703,S2-141531043,S2-160644051,S2-16863085,S2-332902455,S2-361857049,S2-556662734,S2-563632605,S2-569371933,S2-6455297,S2-686284157,S2-70756892,S2-805174189,S2-946470401,S3-142758963,S3-147459974,S3-278076830,S3-357683603,S3-383191214,S3-512465987,S3-538964283,S3-565618085,S3-888800618,S3-991995905,S3-992417774
S1-236768477	S2-490929782,S2-765988280,S3-103597021,S3-135901754,S3-40245970,S3-744144430
S1-337333581	S2-167880419,S2-367237866,S2-418844166,S2-49680847,S2-618844064,S2-657355752,S2-884845385,S2-955600052,S3-135063094,S3-192367257,S3-218984238,S3-243030748,S3-304299787,S3-31256465,S3-517160004,S3-586515511,S3-664968319,S3-674167,S3-778802724,S3-914926798
S1-646423328	S2-105340806,S2-110330823,S2-142047567,S2-18898775,S2-211414877,S2-23844841,S2-273284707,S2-350487755,S2-374452698,S2-401480583,S2-420038604,S2-442489544,S2-50765682,S2-549452883,S2-616495682,S2-644236550,S2-794888021,S2-871842149,S2-895344296,S2-981186279,S3-169401038,S3-219447913,S3-220185394,S3-224709514,S3-23760856,S3-353828820,S3-499852081,S3-812895334,S3-81959282,S3-84732027,S3-870664415
S1-211942360	S2-112895437,S2-155715739,S2-244913873,S2-389397198,S2-570592656,S2-682611163,S2-708457005,S2-741384203,S2-802444266,S2-870329083,S2-918671514,S2-936538697,S2-960749965,S3-132585579,S3-133441794,S3-145457240,S3-402237140,S3-450453776,S3-460800223,S3-498934893,S3-651095723,S3-740985790,S3-772751614,S3-805120500,S3-867954903,S3-920414119
S1-833740927	S2-437207676,S2-626562963,S3-120965772,S3-759815047
S1-131928575	S2-316703436,S2-529222224,S3-134620134,S3-504772212,S3-849706696
S1-86766910	S2-269451006,S2-531908062
S1-950028092	S2-590745600,S2-982852990,S3-106559042,S3-188402099,S3-709647846
S1-663819576	S2-128877051,S2-180447643,S2-183994815,S2-21921320,S2-2680626,S2-300373097,S2-336434320,S2-433680239,S2-434043362,S2-473750715,S2-561622869,S2-610645786,S2-659960735,S2-686920415,S2-704204989,S2-763088200,S2-777751614,S2-820533396,S2-850159662,S2-892510088,S2-897544768,S2-901468249,S2-90457385,S2-92209075,S2-946853749,S2-980306379,S3-134269247,S3-247018126,S3-43022101,S3-470403196,S3-480612064,S3-594514162,S3-610770262,S3-794991901,S3-989808727
S1-52492661	S2-15538892,S2-163907414,S2-209966010,S2-31495493,S2-43587955,S2-454756088,S2-467699852,S2-488842690,S2-520229980,S2-525390784,S2-554758433,S2-585132276,S2-631975485,S2-671061897,S2-695255656,S2-781532039,S2-797403279,S2-804096484,S2-891724637,S3-14411598,S3-290935183,S3-312828212,S3-313623455,S3-501559207,S3-509162315,S3-515914744,S3-614161266,S3-664975636,S3-744588467,S3-783274386,S3-818961399,S3-866706087,S3-86836573,S3-973042357,S3-982996398
S1-683445650	S2-344760135,S2-355213503,S2-979287754,S3-11866638,S3-477450348,S3-672857578,S3-682844274,S3-686540984,S3-700943465,S3-857416287
S1-795206279	S2-859156493,S3-644733968
S1-831953030	S2-104071138,S2-110091227,S2-148826554,S2-153174604,S2-164569789,S2-166803465,S2-225760056,S2-237522124,S2-273809839,S2-374959935,S2-42658041,S2-492161984,S2-529528626,S2-569931245,S2-661475178,S2-719738044,S2-75094465,S2-753622765,S2-774649998,S2-78204690,S2-784998107,S2-797167617,S2-827354151,S2-840565535,S2-949079052,S2-978200559,S2-995684796,S3-140145316,S3-215247387,S3-465966343,S3-610052988,S3-680882349,S3-751033856,S3-846370131,S3-947707900
S1-503320165	S2-115299522,S2-987128638,S3-205808498
S1-234200949	S2-691836232,S3-659623727,S3-725454189,S3-885421313
S1-693111833	S2-289199523,S2-540189532,S3-736726288
S1-443084206	S2-573483308,S2-620978082,S3-329144357,S3-539485699,S3-671501553,S3-84617890,S3-914728336
S1-55140214	S2-186077038,S2-796678806,S3-178624588,S3-358977768,S3-709740534,S3-858617832,S3-937002706
S1-931804994	S2-185157905,S2-295253343,S2-334803373,S2-404279811,S2-516736166,S2-867126413,S2-96406827,S2-99859010,S3-129906398,S3-161097138,S3-272193615,S3-352945960,S3-367683292,S3-395239502,S3-406420449,S3-497301111,S3-535253805,S3-539672506,S3-915676955,S3-917410533,S3-967165288
S1-313861075	S2-812437011,S2-913293698,S3-163956438,S3-30521211,S3-962570033
S1-75051784	S2-150691203,S2-202455727,S2-21368578,S2-270311859,S2-821910792,S3-406664734
S1-239315048	S3-580377379
S1-256116349	S2-88675908,S3-337636728,S3-781959126
S1-396992341	S2-521178663,S3-735302856
S1-174171861	S2-80594177,S3-227575059,S3-494163345
S1-445964147	S2-536598655,S2-678934892,S2-715998566,S2-720508994,S2-732237174,S2-770155941,S2-846807873,S2-85539227,S3-317186537,S3-337828913,S3-474491481,S3-513462468,S3-678951979
S1-194830077	S2-303668407,S3-302146051,S3-423095477
S1-220467518	S2-143233379,S2-147980339,S2-167206756,S2-195917828,S2-271858549,S2-434795826,S2-436073988,S2-450322646,S2-488353796,S2-634226364,S2-702816242,S2-710114025,S2-875201000,S2-907053379,S3-11466024,S3-228666775,S3-250876357,S3-312000661,S3-347618979,S3-509760404,S3-562486954,S3-564067092,S3-609463727,S3-658105813,S3-663500254,S3-785786766,S3-816599496,S3-869469862,S3-897231754
S1-17683652	S2-166858852,S2-276568653,S2-352701800,S2-353071292,S2-610846413,S2-782436948,S3-107644605,S3-119547665,S3-44931684,S3-505025450,S3-542900503,S3-633550380,S3-745325990,S3-996138535
S1-995567337	S2-242565333,S2-264178850,S2-444088209,S2-458359635,S2-500781919,S2-503324206,S2-588384053,S2-649089210,S2-786194848,S2-821512799,S2-901114014,S2-968541854,S2-99180378,S3-127948853,S3-176892573,S3-214141714,S3-280269790,S3-340550769,S3-504196445,S3-518809267,S3-538932133,S3-825340470,S3-82569247,S3-869784465,S3-935439382
S1-902708255	S2-15389972,S2-162615304,S2-297260264,S2-570072113,S2-600238415,S2-671337735,S2-963130023,S3-104569056,S3-197612690,S3-423780304,S3-555103400,S3-660468535,S3-748069318,S3-782347785,S3-811964370,S3-881777166
S1-66645690	S2-513268507,S2-913604865,S3-108342955,S3-233985497,S3-569531124,S3-753519206
S1-292603366	S2-295843240,S2-335539757,S2-638471523,S2-757482340,S2-805392241,S3-400590710,S3-77023816
S1-215130873	S2-928069250,S3-220445233,S3-407438629,S3-459429657,S3-503642904
S1-529016248	S2-112125675,S2-156886638,S2-190895424,S2-22391750,S2-285704094,S2-424292,S2-440328259,S2-500189197,S2-619707851,S2-765500135,S2-766284534,S2-778888972,S2-783107139,S2-831647129,S2-839563753,S2-884156972,S2-90213471,S2-90794520,S2-927661646,S2-93459822,S2-999053505,S3-131782931,S3-149943641,S3-278546786,S3-363775441,S3-378787817,S3-400472893,S3-42025062,S3-57336374,S3-58534173,S3-664210786,S3-674388904,S3-710881528,S3-793215927,S3-875714198
S1-551659339	S2-877811901,S3-342963691,S3-362903786
S1-725624964	S2-367113078,S2-608777173,S2-870203725,S3-100736043
S1-329998550	S2-109061270,S2-578461984,S3-290431952,S3-751678364,S3-869748498,S3-887779434
S1-243476946	S2-361636702,S2-847251746,S3-530233750,S3-767477894
S1-874440306	S2-295843240,S2-335539757,S2-638471523,S2-757482340,S2-805392241,S3-400590710,S3-77023816
S1-470667990	S2-15538892,S2-163907414,S2-209966010,S2-31495493,S2-43587955,S2-454756088,S2-467699852,S2-488842690,S2-520229980,S2-525390784,S2-554758433,S2-585132276,S2-631975485,S2-671061897,S2-695255656,S2-781532039,S2-797403279,S2-804096484,S2-891724637,S3-14411598,S3-290935183,S3-312828212,S3-313623455,S3-501559207,S3-509162315,S3-515914744,S3-614161266,S3-664975636,S3-744588467,S3-783274386,S3-818961399,S3-866706087,S3-86836573,S3-973042357,S3-982996398
S1-99560436	S2-157451062,S2-167898995,S2-215436890,S2-225153982,S2-316487139,S2-420259572,S2-432248548,S2-505598927,S2-518190837,S2-748649852,S2-79557341,S2-989159226,S2-990652060,S3-122459425,S3-14153314,S3-152761427,S3-165379708,S3-183439272,S3-197855107,S3-290490689,S3-359946755,S3-37544214,S3-377527368,S3-388243563,S3-407223704,S3-562031627,S3-568469815,S3-568690999,S3-648796389,S3-780264333,S3-84430114,S3-870384209,S3-878900685,S3-921737418,S3-925047088
S1-915141559	S2-411750557,S2-495255333,S2-56559503,S2-661011861,S3-142815286,S3-665193210,S3-677398233,S3-685149854,S3-707660775,S3-854517318,S3-950466793
S1-194550645	S2-439314898,S2-52502518,S2-839447794,S3-22196773
S1-741677549	S3-283952829,S3-628349494,S3-796140773
S1-353656325	S2-100083276,S2-190626179,S2-612137673,S2-680584679,S2-934223143,S3-110540387,S3-169413940,S3-195464979,S3-21593436,S3-257070939,S3-263881508,S3-303057445,S3-338582737,S3-364230189,S3-798785554,S3-857048878,S3-859084978,S3-859852429,S3-875038507,S3-880898347,S3-909062859,S3-956753968
S1-965125191	S2-154283555,S2-42901373
S1-962756518	S2-131759909,S2-369793877,S2-951279506,S3-266443005,S3-288603151,S3-407430198,S3-506035776,S3-646446124,S3-754763114,S3-780417104
